sport_id,game_id,team_id,batting_AB,batting_R,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,batting_OPP_DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_KL,pitching_IP,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_BF,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SF,pitching_KL,pitching_TUER,pitching_PK,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_CI,fielding_PB,fielding_SBA,fielding_CSB,fielding_IDP,fielding_TP,fielding_SBA%
MBA,6339668,596771,30,4,7,2,1,11,0,4,5,0,0,0,8,1,0,1,2,0,1,9.001,9,2,2,1,6,36,2,0,0,0,0,1,0,5,1,0,0,3,0,0,26,10,36,0,0,0,1,1,4,0,0.0
MBA,6339668,596951,30,2,9,2,0,11,0,2,1,1,0,0,5,1,1,0,1,0,2,8.0,7,4,4,5,8,35,2,1,0,0,1,0,0,1,0,0,0,1,0,1,21,6,28,1,0,0,2,0,2,0,1.0
